node_1|node_2|edge|chunk_id
thủ tục giải quyết tranh chấp lao động|bộ luật|covered by the law|6e09880497cf4f51b0c643471426ed52
giải quyết tranh chấp lao động|tổ chức đại diện người lao động|involvement of labor representative organization|6e09880497cf4f51b0c643471426ed52
tổ chức đại diện người lao động|đình công|restriction on organizing strikes|6e09880497cf4f51b0c643471426ed52
đình công|điều 72|related to Article 72|6e09880497cf4f51b0c643471426ed52
hội đồng thương lượng tập thể|điều 66 và điều 67 của bộ luật|are related as the principles and content of the collective negotiation are implemented according to the regulations in Article 66 and Article 67 of this Law|aeb4bb068da04f7abddd85c24c018184
hội đồng thương lượng tập thể|điều 73 của bộ luật|are related as the process of the collective negotiation is carried out according to the agreement of the parties, including the agreement to conduct collective negotiation through the Council of collective negotiation as stipulated in Article 73 of this Law|aeb4bb068da04f7abddd85c24c018184
tổ chức công đoàn ngành|tổ chức đại diện người sử dụng lao động cấp ngành|are related as the representative for negotiating in the collective negotiation in the sector is the trade union organization of the sector and the organization representing the labor users at the sector level|aeb4bb068da04f7abddd85c24c018184
hội đồng thương lượng tập thể|ủy ban nhân dân cấp tỉnh|are related as the collective negotiation with the participation of many enterprises can request the provincial People's Committee where the main office of the participating enterprises is located or as chosen by the parties to establish the Council of collective negotiation to conduct collective negotiation|aeb4bb068da04f7abddd85c24c018184
hội đồng thương lượng tập thể|bộ trưởng bộ lao động - thương binh và xã hội|are related as the Minister of the Ministry of Labor - Invalids and Social Affairs regulates the functions, tasks, and activities of the Council of collective negotiation|aeb4bb068da04f7abddd85c24c018184
hội đồng thương lượng tập thể|hội đồng thương lượng tập thể|are related as the Council of collective negotiation proceeds according to the request of the parties and terminates its activities when the collective labor agreement with the participation of many enterprises is signed or by agreement of the parties|aeb4bb068da04f7abddd85c24c018184
hội đồng thương lượng tập thể|ủy ban nhân dân cấp tỉnh|are related as the provincial People's Committee is responsible for organizing training and fostering collective negotiation skills for the parties to the collective negotiation|aeb4bb068da04f7abddd85c24c018184
thông tin|kinh tế - xã hội|Xây dựng và cung cấp thông tin về kinh tế - xã hội|0f4b201684b747a0a8fd704c2c6f99ac
thông tin|thị trường lao động|Xây dựng và cung cấp thông tin về thị trường lao động|0f4b201684b747a0a8fd704c2c6f99ac
thông tin|quan hệ lao động|Xây dựng và cung cấp thông tin về quan hệ lao động|0f4b201684b747a0a8fd704c2c6f99ac
thông tin|hỗ trợ|Xây dựng và cung cấp thông tin hỗ trợ thương lượng tập thể|0f4b201684b747a0a8fd704c2c6f99ac
hỗ trợ|thương lượng tập thể|Hỗ trợ thương lượng tập thể|0f4b201684b747a0a8fd704c2c6f99ac
thương lượng tập thể|các bên|Thương lượng tập thể giữa các bên|0f4b201684b747a0a8fd704c2c6f99ac
các bên|thỏa thuận|Thỏa thuận giữa các bên|0f4b201684b747a0a8fd704c2c6f99ac
3.|yêu cầu|Chủ động hoặc khi có yêu cầu của cả hai bên thương lượng tập thể|0f4b201684b747a0a8fd704c2c6f99ac
3.|ủy ban nhân dân cấp tỉnh|Hỗ trợ của Ủy ban nhân dân cấp tỉnh|0f4b201684b747a0a8fd704c2c6f99ac
hội đồng thương lượng tập thể|yêu cầu|Thành lập Hội đồng thương lượng tập thể khi có yêu cầu|0f4b201684b747a0a8fd704c2c6f99ac
hội đồng thương lượng tập thể|các bên thương lượng tập thể|Thành lập Hội đồng thương lượng tập thể khi có yêu cầu của các bên thương lượng tập thể|0f4b201684b747a0a8fd704c2c6f99ac
thỏa ước lao động tập thể|pháp luật|thỏa ước lao động tập thể không được trái với quy định của pháp luật|97d54b3a4bde47df9128ffb37b277c42
thỏa ước lao động tập thể|người lao động|khuyến khích có lợi hơn cho người lao động so với quy định của pháp luật|97d54b3a4bde47df9128ffb37b277c42
thỏa ước lao động tập thể|ý kiến|được lấy ý kiến của toàn bộ người lao động trong doanh nghiệp|53ddbf51c5f24b7693a0cb53769de427
thỏa ước lao động tập thể|doanh nghiệp|doanh nghiệp chỉ được ký kết khi có trên 50% người lao động của doanh nghiệp biểu quyết tán thành|53ddbf51c5f24b7693a0cb53769de427
thỏa ước lao động tập thể|ý kiến|đối tượng lấy ý kiến bao gồm toàn bộ thành viên ban lãnh đạo của các tổ chức đại diện người lao động tại các doanh nghiệp tham gia thương lượng|53ddbf51c5f24b7693a0cb53769de427
thỏa ước lao động tập thể|doanh nghiệp|thỏa ước lao động tập thể ngành chỉ được ký kết khi có trên 50% tổng số người được lấy ý kiến biểu quyết tán thành|53ddbf51c5f24b7693a0cb53769de427
thỏa ước lao động tập thể|doanh nghiệp|chỉ những doanh nghiệp có trên 50% số người được lấy ý kiến biểu quyết tán thành mới tham gia ký kết thỏa ước lao động tập thể có nhiều doanh nghiệp|53ddbf51c5f24b7693a0cb53769de427
thỏa ước lao động tập thể|doanh nghiệp|địa điểm và cách thức lấy ý kiến biểu quyết đối với dự thảo thỏa ước lao động tập thể do tổ chức đại diện người lao động quyết định nhưng không được làm ảnh hưởng đến hoạt động sản xuất, kinh doanh bình thường của doanh nghiệp tham gia thương lượng|53ddbf51c5f24b7693a0cb53769de427
thỏa ước lao động tập thể|người sử dụng lao động|người sử dụng lao động không được gây khó khăn, cản trở hoặc can thiệp vào quá trình tổ chức đại diện người lao động lấy ý kiến biểu quyết về dự thảo thỏa ước|53ddbf51c5f24b7693a0cb53769de427
thỏa ước lao động tập thể|đại diện hợp pháp|thỏa ước lao động tập thể được ký kết bởi đại diện hợp pháp của các bên thương lượng|53ddbf51c5f24b7693a0cb53769de427
thỏa ước lao động tập thể|hội đồng thương lượng tập thể|trường hợp thỏa ước lao động tập thể có nhiều doanh nghiệp được tiến hành thông qua hội đồng thương lượng tập thể thì được ký kết bởi chủ tịch hội đồng thương lượng tập thể và đại diện hợp pháp của các bên thương lượng|53ddbf51c5f24b7693a0cb53769de427
thỏa ước lao động tập thể|cơ quan chuyên môn về lao động|thỏa ước lao động tập thể phải được gửi cho mỗi bên ký kết và cho cơ quan chuyên môn về lao động thuộc ủy ban nhân dân cấp tỉnh theo quy định tại điều 77 của bộ luật này|53ddbf51c5f24b7693a0cb53769de427
thỏa ước lao động tập thể|người sử dụng lao động|sau khi thỏa ước lao động tập thể được ký kết, người sử dụng lao động phải công bố cho người lao động của mình biết|53ddbf51c5f24b7693a0cb53769de427
chính phủ|quy định|Chính phủ issues regulations|68f1ce5c0b0448aa8f75832a07c258d2
chính phủ|điều này|Chính phủ specifies this regulation|68f1ce5c0b0448aa8f75832a07c258d2
thỏa ước lao động tập thể|người sử dụng lao động|người sử dụng lao động tham gia thỏa ước phải gửi 01 bản thỏa ước lao động tập thể đến cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh|5ad28c3d2dff4b3b89b54655c657a1dc
thỏa ước lao động tập thể|cơ quan chuyên môn về lao động|người sử dụng lao động tham gia thỏa ước phải gửi 01 bản thỏa ước lao động tập thể đến cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh|5ad28c3d2dff4b3b89b54655c657a1dc
thỏa ước lao động tập thể|ủy ban nhân dân cấp tỉnh|người sử dụng lao động tham gia thỏa ước phải gửi 01 bản thỏa ước lao động tập thể đến cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh|5ad28c3d2dff4b3b89b54655c657a1dc
thỏa ước lao động tập thể|ngày có hiệu lực|Ngày có hiệu lực của thỏa ước lao động tập thể do các bên thỏa thuận và được ghi trong thỏa ước|5ad28c3d2dff4b3b89b54655c657a1dc
thỏa ước lao động tập thể|các bên|Ngày có hiệu lực của thỏa ước lao động tập thể do các bên thỏa thuận và được ghi trong thỏa ước|5ad28c3d2dff4b3b89b54655c657a1dc
thỏa ước lao động tập thể|thỏa ước lao động tập thể|Trường hợp các bên không thỏa thuận ngày có hiệu lực thì thỏa ước lao động tập thể có hiệu lực kể từ ngày ký kết|5ad28c3d2dff4b3b89b54655c657a1dc
thỏa ước lao động tập thể|các bên|Thỏa ước lao động tập thể sau khi có hiệu lực phải được các bên tôn trọng thực hiện|5ad28c3d2dff4b3b89b54655c657a1dc
thỏa ước lao động tập thể|doanh nghiệp|Thỏa ước lao động tập thể áp dụng đối với người sử dụng lao động và người lao động của doanh nghiệp.|b6c647fd44104b4e99029fe23bfe16ab
thỏa ước lao động tập thể|ngành|Thỏa ước lao động tập thể ngành áp dụng đối với toàn bộ người sử dụng lao động và người lao động của các doanh nghiệp tham gia thỏa ước lao động tập thể.|b6c647fd44104b4e99029fe23bfe16ab
thỏa ước lao động tập thể|thời hạn|Thỏa ước lao động tập thể có thời hạn từ 01 năm đến 03 năm. Thời hạn cụ thể do các bên thỏa thuận và ghi trong thỏa ước lao động tập thể.|b6c647fd44104b4e99029fe23bfe16ab
các bên|thời hạn|Các bên có quyền thỏa thuận thời hạn khác nhau đối với các nội dung của thỏa ước lao động tập thể.|b6c647fd44104b4e99029fe23bfe16ab
thỏa ước lao động tập thể|người sử dụng lao động|người sử dụng lao động có nghĩa vụ thực hiện đầy đủ thỏa ước lao động tập thể|f5aa9d8bb73a42a0967a220231edf5bd
thỏa ước lao động tập thể|người lao động|người lao động có nghĩa vụ thực hiện đầy đủ thỏa ước lao động tập thể|f5aa9d8bb73a42a0967a220231edf5bd
thỏa ước lao động tập thể|hợp đồng lao động|nghĩa vụ và lợi ích của các bên trong hợp đồng lao động đã giao kết trước ngày thỏa ước lao động tập thể có hiệu lực thấp hơn quy định tương ứng của thỏa ước lao động tập thể|f5aa9d8bb73a42a0967a220231edf5bd
